genres,id,original_title,tagline
"['Adventure', 'War', 'Action']",169962,Counterpoint,For every move... a counter move - for every attack... a counter attack!
[],344560,Stonemouth,Nothing Great Was Ever Achieved Without Danger
[],131830,"Rag. Arturo De Fanti, bancario precario",
['Comedy'],37501,Vieni avanti cretino,
['Comedy'],156140,Alla mia cara mamma nel giorno del suo compleanno,
['Animation'],87194,Señor Droopy,
"['Romance', 'Comedy']",316002,Accidental Love,Sometimes you nail love. Sometimes it nails you.
"['Drama', 'History']",206514,"I, Claudius",
"['Action', 'Adventure']",27379,Код Апокалипсиса,
"['Action', 'Comedy', 'Science Fiction', 'Horror']",41419,Mammoth,We hunted it into extinction... Now it's hunting us.
"['Drama', 'Action', 'Romance']",32158,중천,"Between heaven and earth, where love became a legend."
"['Drama', 'Thriller']",113958,Love Thy Neighbor,"She wants your clothes, your house, your family...your life. Welcome to the Neighborhood"
"['Crime', 'Drama', 'Thriller']",316654,बॉम्बे वेलवेट,
"['Action', 'War', 'Western']",112672,Ambush at Cimarron Pass,Savage by savage...they fought out of a deadly Apache torture trap!
"['Horror', 'Thriller']",70669,Mørke sjeler,The darkness within has come out to play
['Drama'],126306,Sugar,
"['Action', 'Adventure', 'Horror']",259075,Bermude: la fossa maledetta,
['Comedy'],294819,"Colpo grosso, grossissimo...anzi probabile",
"['Crime', 'Horror', 'Thriller']",105087,Un omicidio perfetto a termine di legge,
"['Horror', 'Comedy']",27743,Serial Killing 4 Dummys,
[],293270,Sistemo l'America e torno,
"['Adventure', 'Comedy']",124504,Che c'entriamo noi con la rivoluzione?,Never mind how they got into it ...wait 'till you see how they get out!
['Drama'],53121,Barking Water,
['Drama'],114594,Monk Dawson,
['Comedy'],172469,Love & Air Sex,It's almost like the real thing.
"['Drama', 'Thriller']",197626,Casualties,Who can you turn to when there's noone left to trust?
[],126841,Jack Brown: Genius,
"['Romance', 'Comedy', 'Music']",297621,There's Always Woodstock,Let your heart sing
"['Crime', 'Drama', 'Mystery', 'Thriller']",45377,Death Sentence,She's a juror in a murder trial- but she suspects they've got the wrong man- and that could be her own... DEATH SENTENCE
['Drama'],167153,Maladies,
"['Drama', 'Horror', 'Thriller']",23691,The Initiation of Sarah,Sisters. Sororities. Sacrifices.
['Drama'],80327,I Am I,
[],204607,Muirhouse,
"['Western', 'Drama', 'Horror']",143547,Silent Tongue,Justice can never be silenced.
['Drama'],61542,Funkytown,"1976. Montreal. Eight people who wanted to see and be seen at the trendiest disco will be juggling fame and anonymity until they will be forced to make sober choices in an era when excess was the norm, and when disco was king."
"['Romance', 'Comedy', 'Drama']",137484,New Year,
"['TV Movie', 'Family', 'Comedy', 'Fantasy']",39242,The Other Me,Holy 'A' in Science Class - I made myself clone!
['Drama'],34557,Turn the Beat Around,
"['TV Movie', 'Drama']",78096,The Two Mr. Kissels,If this story wasn't true you'd never believe it
"['TV Movie', 'Drama', 'Crime']",102931,Silent Witness,
['Drama'],188529,Victoria Day,Life Changes In A Flash.
"['Crime', 'Western']",285856,Big Muddy,You can run from a lot of things.... sin ain't one of them.
"['Drama', 'Documentary']",73353,Man in the Mirror: The Michael Jackson Story,The Michael Jackson Story
['Music'],20227,Michael Jackson Dangerous Tour - Bucharest - 1992,
['Music'],17022,Michael Jackson: Number Ones,
"['Drama', 'Romance']",101752,制服美少女　先生あたしを抱いて,
"['Documentary', 'Drama']",319090,大同,
['Animation'],129067,La Faim,
"['Drama', 'History']",41141,Raja 1918,
"['Comedy', 'Action', 'Adventure']",203801,The Man from U.N.C.L.E.,Saving the world never goes out of style.
['Documentary'],320385,The Widowmaker,Watch this movie - it could save your life
"['Drama', 'Horror']",293625,The Ritual,
"['Comedy', 'Drama']",172785,Gus,
"['Horror', 'Thriller']",38246,Servants of Twilight,
"['Comedy', 'Drama']",44952,Last Day of Summer,Everybody has a bad day
"['Drama', 'War']",63971,Simon: An English Legionnaire,
['Drama'],240737,Live at the Foxes Den,
"['Drama', 'Thriller', 'Mystery', 'Romance', 'Foreign']",74546,Pulsar,"PULSAR is a film about love, paranoia and radio waves"
"['Drama', 'Action']",112878,The Opponent,She couldn't run from her past. So she fought for her future.
"['Comedy', 'Drama']",137683,The Kitchen,It's Jennifer's party and she'll cry if she wants to
"['Drama', 'Foreign', 'Thriller']",134018,Das Haus der schlafenden Schönen,
[],163583,River's End,Rescuing her was just the beginning of his adventure.
"['Drama', 'Thriller', 'Foreign']",82634,Pinprick,
"['Action', 'Animation', 'Fantasy']",323027,Justice League: Gods and Monsters,"From dark heroes, justice will dawn."
"['Drama', 'Thriller', 'Crime', 'Mystery']",83785,Her Fatal Flaw,
"['Action', 'Drama']",133738,186 Dollars to Freedom,
"['Thriller', 'Drama']",41950,Call Me,Her fantasies could be fatal.
[],297173,The Expedition,On Halloween night five filmmakers enter a haunted asylum and only four came out!
"['Drama', 'Romance', 'Comedy']",212752,Cinemanovels,
['Science Fiction'],77852,Enigma,The Truth Lies Within
"['Adventure', 'Drama', 'Thriller']",12638,Der Skipper,It's not going to be plain sailing.
[],62557,Fetish,
"['Drama', 'Thriller']",219248,Wicked Ways,
['Horror'],14983,Carver,
"['Comedy', 'Horror']",169644,Stalled,
"['Thriller', 'Crime']",87884,The Teacher,She corrupted the youthful morality of an entire school! Her best lessons were taught after class!
"['Science Fiction', 'Romance']",128612,Invader,
"['Drama', 'Comedy', 'Romance']",83583,The Chateau Meroux,
"['Comedy', 'Drama']",199056,The Big Ask,
"['Action', 'Crime', 'Drama']",41342,Baseline,Every friendship has its price
[],331737,All Eyes And Ears,
"['Thriller', 'Horror', 'Mystery']",286372,Treehouse,No kids allowed
"['Horror', 'Crime', 'Drama']",337879,Sorrow,Every Good Feeds On Evil
"['Drama', 'Mystery']",338234,The Livingston Gardener,
['Comedy'],215023,Greg Fitzsimmons: Life on Stage,
['Drama'],188758,Tore Tanzt,
"['Comedy', 'Horror']",255798,Burying the Ex,Some relationships just won't die.
"['TV Movie', 'Comedy']",287689,7 Days in Hell,The epic battle for epicness
"['Western', 'Drama', 'Thriller']",333594,Echoes Of War,
"['Adventure', 'Drama', 'Thriller']",285783,The Walk,Dream High.
"['Action', 'Drama', 'History', 'Thriller', 'War']",300671,13 Hours: The Secret Soldiers of Benghazi,"When everything went wrong, six men had the courage to do what was right."
"['Thriller', 'Action', 'Science Fiction']",324670,Spectral,
['Comedy'],273169,Sous les jupes des filles,A film by women for women ... and men who appreciate
"['Adventure', 'Comedy']",74645,Mondo Candido,
['Crime'],134679,Pronto ad uccidere,
['Drama'],319167,Station to Station,
['Drama'],154980,Vent d'est,
['Documentary'],277582,Monk With a Camera,
[],156084,The Town That Was,Home is where the fire is.
['Comedy'],343934,Staten Island Summer,No Regrets
"['Action', 'Thriller']",66346,ஆளவந்தான்,
"['Drama', 'History']",127856,Augustine,
['War'],48412,Battle of the Coral Sea,
['Horror'],29964,Haunts,The haunts from her past become the horrors of the present....
['Action'],104974,Captain Apache,They Trailed Him...Tailed Him...Tried to Nail Him...NO WAY!!!
"['TV Movie', 'Crime']",159324,Calendar Girl Murders,12 Months. 12 Girls. 1 Killer.
"['Crime', 'Comedy']",88658,Cold Feet,
"['Comedy', 'Drama']",308077,Nasty Baby,
"['Comedy', 'Adventure']",348499,Bad Night,
['Drama'],348507,Breaking the Silence,
['Documentary'],348528,This Is Not an Exit: The Fictional World of Bret Easton Ellis,
['Comedy'],62134,Paparazzi,
[],57311,"Thelma, Louise et Chantal",
[],54627,Azzurro,
"['Comedy', 'Family']",77000,Bar Sport,
['Comedy'],85038,Benvenuti al nord,
['Comedy'],61940,C'è chi dice no,
['Drama'],24168,Come Dio comanda,
['Comedy'],58444,Femmine contro maschi,
"['Drama', 'Thriller']",42679,Giulia non esce la sera,
[],56041,Figli Delle Stelle,
[],139504,Il comandante e la cicogna,A dash of corruption. A pinch of romance. What could go wrong?
[],63190,Il padre e lo straniero,
['Comedy'],147868,Il peggior Natale della mia vita,
['Drama'],63365,Il primo incarico,
[],133788,Il rosso e il blu,
[],108664,Isole,
['Comedy'],23509,Italians,
"['Drama', 'Science Fiction']",73869,L'ultimo terrestre,
['Drama'],46128,La bella società,
[],57713,La scuola è finita,
['Comedy'],77944,La peggior settimana della mia vita,
"['Comedy', 'Drama']",58518,La vita facile,
['Comedy'],22182,Lezioni di cioccolato,
[],56844,Lo spazio bianco,
['Comedy'],56014,Maschi Contro Femmine,
['Comedy'],59570,Nessuno mi può giudicare,35 year old Alice has a husband and a son.
[],58453,Niente paura,
['Comedy'],60650,Tous les soleils,
[],145872,Qualche nuvola,
"['Comedy', 'Drama']",56400,Questione di cuore,
[],58531,Saimir,
['Drama'],72057,Sorelle Mai,
"['Romance', 'Drama']",123375,Un giorno speciale,
['Comedy'],160844,Una donna per la vita,
['Drama'],49850,Una vita tranquilla,
['Drama'],169692,Padroni di casa,
['Comedy'],137315,Tutti i santi giorni,
['Documentary'],219067,Venti anni,
['Comedy'],166262,All'ultima spiaggia,
['Drama'],141810,Gli equilibristi,
['Comedy'],162282,Una famiglia perfetta,
['Comedy'],58013,La Banda Dei Babbi Natale,
"['Drama', 'Comedy']",146364,Cosimo e Nicole,
[],238705,Il bambino cattivo,
['Comedy'],195544,Pazze di me,
['Comedy'],171826,Tutti contro tutti,
['Comedy'],175116,Buongiorno papà,
['Comedy'],156547,Mai Stati Uniti,
"['Comedy', 'Drama']",158182,Un giorno devi andare,
[],184681,Tutto parla di te,
['Comedy'],270479,Ammutta muddica al cinema,
['Comedy'],178915,Benvenuto Presidente!,
['Comedy'],186982,Passione sinistra,
"['Drama', 'Comedy']",182415,"Bianca come il latte, rossa come il sangue",
['Comedy'],169069,Studio illegale,
"['Crime', 'Drama']",201010,Cha cha cha,
['Comedy'],58204,La Bellezza Del Somaro,
['Comedy'],250219,Smetto quando voglio,
['Comedy'],249457,La gente che sta bene,
['Drama'],191820,The Devil's Violinist,
['Drama'],153774,Il futuro,
"['Romance', 'Comedy']",262789,Ti ricordi di me?,
['Comedy'],24243,As Melhores Coisas do Mundo,
['Comedy'],247218,Un boss in salotto,
['Comedy'],231565,"Zoran, il mio nipote scemo",
"['Comedy', 'Drama']",197089,Un château en Italie,
"['Comedy', 'Thriller']",215628,La variabile umana,
['Comedy'],226936,Aspirante vedovo,
"['Comedy', 'Drama']",234356,L'ultima ruota del carro,
"['Drama', 'History']",56853,Noi Credevamo,
['Comedy'],228290,Una piccola impresa meridionale,
['Drama'],235208,Come il vento,
"['Family', 'Adventure']",287935,Midnight Sun,"The Most Amazing Story Of Survival, Friendship and Adventure"
['Comedy'],301272,Andiamo a quel paese,
[],262785,I corpi estranei,
"['History', 'Drama']",348544,Roanoke: The Lost Colony,"117 men, women and children vanish without trace - Inspired by the true story."
[],38328,Che ne sarà di noi,
['Comedy'],57112,Tu la conosci Claudia?,
['Drama'],42808,L'uomo che verrà,
"['Comedy', 'Drama']",58703,La scuola,
[],57110,Il portaborse,
['Drama'],58714,Due partite,
['Drama'],62349,Alza la testa,
[],84739,Liberi,
['Comedy'],42675,Genitori & figli:) - Agitare bene prima dell'uso,
['Comedy'],56994,La seconda notte di nozze,
"['Romance', 'Drama', 'Comedy']",51917,Tutta la vita davanti,
['Comedy'],56974,Bianco e nero,
['Comedy'],23619,Si può fare,
['Comedy'],58011,Speriamo che sia femmina,
[],58400,Solo un padre,
['Comedy'],15681,Ex,
['Comedy'],53957,La matassa,
['Comedy'],56339,Qualunquemente,
['Comedy'],35554,Cado dalle nubi,
['Drama'],58060,Il gioiellino,
['Comedy'],78854,Scialla!,
['Comedy'],62029,Bingo Bongo,
[],105884,Ale e Franz - È tanto che aspetti?,
"['Thriller', 'Action', 'Drama']",165550,Provocateur,Sometimes the enemy is closer than you think...
"['Crime', 'Mystery', 'Thriller']",85009,Too Scared to Scream,"There has to be a morning after, but only if you survive the night before."
"['Horror', 'Thriller']",18441,Death of a Ghost Hunter,
"['Horror', 'Science Fiction', 'Thriller']",292988,Dark Mountain,They went looking for gold. They found something evil.
"['Horror', 'Comedy']",273511,Ghost of Goodnight Lane,"If she's still here, then it won't be quiet, not for you, not for anyone."
"['Drama', 'Thriller', 'Crime', 'Romance']",80473,Black Day Blue Night,"If you love someone, you'll die for them."
"['Mystery', 'Comedy', 'Drama', 'Science Fiction']",257975,After Death,Love and guilt are easy to confuse...
['Comedy'],301748,Opposite Sex,"A battle of the sexes, winner takes all."
"['Horror', 'Thriller', 'Mystery']",82115,Skew,"On July 19, 2005 three friends went on a road trip. They never came back."
"['Action', 'Thriller', 'Crime']",89847,Modus Operandi,"A film that could only be made in Milwaukee, where life is CHEAP!"
"['Thriller', 'Mystery']",273084,Bipolar,
['Documentary'],128625,Rudyland,
['Thriller'],191094,The Employer,
"['Action', 'Drama', 'Thriller']",38162,Top of the World,
['Horror'],290235,Find Me,Some secrets should stay hidden
['Crime'],129530,Brutal,
"['Horror', 'Thriller']",28741,I Can See You,
"['Crime', 'Mystery', 'Thriller']",219645,Criminal Passion,Murder. Seduction. Betrayal.
['Horror'],124054,Shark Week,7 Days. 7 Sharks. 1 Survivor
"['Thriller', 'Drama']",348574,Annie's Garden,
"['Action', 'Horror']",336560,Lake Placid vs. Anaconda,
"['Documentary', 'History']",292607,The Rise and Rise of Bitcoin,
['Thriller'],45939,Président,
"['Horror', 'Thriller']",299245,The Gallows,Every School Has Its Spirit
"['Thriller', 'Crime', 'Science Fiction']",78339,Memory Lane,Kill me.
"['Drama', 'Mystery', 'Thriller']",51986,Tangled,The best of friends make the worst of enemies.
"['Comedy', 'Drama']",239417,Сундук предков,
['Comedy'],280512,Christian Finnegan: The Fun Part,
['Comedy'],295368,Elon Gold: Chosen and Taken,
['Drama'],64943,Giordano Bruno,
"['Romance', 'Drama', 'Fantasy']",266353,In My Dreams,Close your eyes and fall in love.
"['Music', 'Science Fiction', 'Action', 'Drama', 'Crime']",240566,Tokyo Tribe,
"['Comedy', 'Drama', 'Romance']",53851,The Baroness and the Butler,
['Comedy'],17048,Kua yue shi kong de xiao zi,
['Horror'],224908,Embrace of the Vampire,
"['Action', 'Adventure']",63438,Treasure of Matecumbe,The richest adventure of them all
['Drama'],295279,背靠背，臉對臉,
"['Mystery', 'Drama']",277687,The Midnight Swim,Death is not what you think
['Drama'],110447,Bella addormentata,
['Drama'],326139,Eadweard,
"['TV Movie', 'Drama', 'Crime']",19560,Taken in Broad Daylight,Based on an inspiring true story of survival
"['Western', 'TV Movie']",117700,Hannah's Law,
['Documentary'],89870,Brooklyn Boheme,
"['Horror', 'Science Fiction', 'Thriller']",40039,Spiders,
"['Comedy', 'Drama']",43200,Basilicata coast to coast,
"['Comedy', 'Horror']",22335,Smash Cut,
"['Action', 'Drama', 'Thriller']",228101,Waar,
"['Drama', 'Foreign']",23717,Khuda Kay Liye,
['Thriller'],58195,Almost Blue,
['Documentary'],70570,Neshoba,
['Comedy'],18618,Gettin' It,Size Does Matter...
"['Drama', 'Comedy', 'Romance']",54155,Les Mains en l'Air,
['Documentary'],284362,El vals de los inútiles,
"['Animation', 'Comedy', 'Drama', 'Family']",293299,Feast,Pet is not just a pet
"['Drama', 'Romance', 'Comedy']",44869,Adventure,GABLE'S back and GARSON'S got him!
"['Action', 'Comedy']",39318,Alias Jesse James,Look who they gave a gun!
"['Drama', 'Romance']",102038,Bombers B-52,Mounting tension all the way -- with non-stop guy-girl excitement!
['Documentary'],338353,Dennis Rodman's Big Bang in PyongYang,
"['Action', 'Comedy', 'Drama']",29737,Greased Lightning,He drove 'em wild!
"['Western', 'Adventure']",176867,Heart of the North,"See Canada's ""finest"" swing into action in the first color-epic of the mounties..."
['Western'],77641,Four Rode Out,
"['Thriller', 'Horror']",293901,Apparitional,
['Drama'],115260,Uptown,
"['Science Fiction', 'Thriller', 'Horror']",58903,Creature,It's been sleeping peacefully on a moon of Saturn for 2000 centuries ... until now!
"['Thriller', 'Science Fiction', 'Horror']",286657,Crawl or Die,If you cant run
['Horror'],127594,CLONED: The Recreator Chronicles,You Will Be Replaced
"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",28450,The Rift,'You Can't Hold your Breath & Scream at the Same Time'
['Horror'],166161,Jacob,"Where innocence ends, vengeance begins."
['Action'],211528,Get Lucky,
"['Drama', 'Horror']",40012,Raising Jeffrey Dahmer,Would you still love your son even if he grew up to be Jeffrey Dahmer?
